epoch,step,train_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
0,9,,,1.678262710571289,,
0,19,,,2.1862616539001465,,
0,29,,,1.263242483139038,,
0,39,,,1.9317357540130615,,
0,49,,,1.468115210533142,,
0,59,,,1.1526108980178833,,
0,69,,,0.9810886979103088,,
0,79,,,1.704469084739685,,
0,89,,,0.8378803730010986,,
0,99,,,0.7434636354446411,,
0,109,,,0.5531092882156372,,
0,119,,,1.7407306432724,,
0,129,,,0.8666474223136902,,
0,139,,,1.6267743110656738,,
0,149,,,1.8022414445877075,,
0,159,,,1.5252803564071655,,
0,169,,,0.8215545415878296,,
0,179,,,1.0932788848876953,,
0,189,,,0.6254473924636841,,
0,199,,,1.2499440908432007,,
0,209,,,0.5854458212852478,,
0,219,,,0.8671693801879883,,
0,229,,,1.0695782899856567,,
0,239,,,1.7889354228973389,,
0,249,,,0.8507691621780396,,
0,259,,,0.2155560851097107,,
0,269,,,0.6244084239006042,,
0,279,,,0.9744765758514404,,
0,289,,,2.7553493976593018,,
0,299,,,0.5618044137954712,,
0,309,,,0.699016273021698,,
0,319,,,1.7666367292404175,,
0,329,,,0.17446555197238922,,
0,339,,,0.25406450033187866,,
0,349,,,1.9750382900238037,,
0,359,,,0.9117982983589172,,
0,369,,,1.046988606452942,,
0,379,,,1.550412654876709,,
0,389,,,2.125372886657715,,
0,399,,,3.565194606781006,,
0,409,,,1.0991629362106323,,
0,419,,,0.5197152495384216,,
0,429,,,0.6906189322471619,,
0,439,,,1.5973764657974243,,
0,449,,,0.5366657972335815,,
0,459,,,0.7315224409103394,,
0,469,,,1.5490549802780151,,
0,479,,,0.16507354378700256,,
0,489,,,0.9046932458877563,,
0,499,,,0.6577956080436707,,
0,509,,,0.3708898723125458,,
0,519,,,0.4627145230770111,,
0,529,,,0.4344000518321991,,
0,539,,,1.2521189451217651,,
0,549,,,0.9342208504676819,,
0,559,,,0.24716822803020477,,
0,569,,,0.5708833932876587,,
0,579,,,1.284610390663147,,
0,589,,,1.4867507219314575,,
0,599,,,2.970200777053833,,
0,609,,,0.5961599946022034,,
0,619,,,1.2036314010620117,,
0,629,,,1.1570169925689697,,
0,639,,,2.23640513420105,,
0,649,,,0.6138479113578796,,
0,659,,,0.1360122412443161,,
0,669,,,0.3045341670513153,,
0,679,,,0.632473886013031,,
0,689,,,0.2994363009929657,,
0,699,,,0.8857501745223999,,
0,709,,,0.8567211627960205,,
0,719,,,0.43518710136413574,,
0,729,,,3.93033504486084,,
0,739,,,0.4478161931037903,,
0,749,,,0.3771122694015503,,
0,759,,,0.5671665072441101,,
0,769,,,0.289287805557251,,
0,779,,,0.21759168803691864,,
0,789,,,0.1835595965385437,,
